DevType,Language,Count,Rank
"Senior Executive (C-Suite, VP, etc.)",Bash/Shell,578,7
"Senior Executive (C-Suite, VP, etc.)",PHP,560,8
"Senior Executive (C-Suite, VP, etc.)",Java,535,9
"Senior Executive (C-Suite, VP, etc.)",Node.js,428,10
"Senior Executive (C-Suite, VP, etc.)",Go,345,11
"Senior Executive (C-Suite, VP, etc.)",C++,324,12
"Senior Executive (C-Suite, VP, etc.)",PowerShell,312,13
"Senior Executive (C-Suite, VP, etc.)",C,303,14
"Senior Executive (C-Suite, VP, etc.)",Ruby,293,15
"Senior Executive (C-Suite, VP, etc.)",Bash/Shell (all shells),219,16
"Senior Executive (C-Suite, VP, etc.)",Rust,208,17
"Senior Executive (C-Suite, VP, etc.)",Kotlin,191,18
"Senior Executive (C-Suite, VP, etc.)",Dart,178,19
"Senior Executive (C-Suite, VP, etc.)",Swift,173,20
"Senior Executive (C-Suite, VP, etc.)",Objective-C,118,21
"Senior Executive (C-Suite, VP, etc.)",VBA,113,22
"Senior Executive (C-Suite, VP, etc.)",Elixir,112,23
"Senior Executive (C-Suite, VP, etc.)",Assembly,100,24
"Senior Executive (C-Suite, VP, etc.)",Delphi,93,25
"Senior Executive (C-Suite, VP, etc.)",R,74,26
"Senior Executive (C-Suite, VP, etc.)",Groovy,73,27
"Senior Executive (C-Suite, VP, etc.)",Clojure,68,28
"Senior Executive (C-Suite, VP, etc.)",Scala,66,29
"Senior Executive (C-Suite, VP, etc.)",Lua,60,30
"Senior Executive (C-Suite, VP, etc.)",Perl,56,31
"Senior Executive (C-Suite, VP, etc.)",F#,52,32
"Senior Executive (C-Suite, VP, etc.)",Erlang,40,33
"Senior Executive (C-Suite, VP, etc.)",Haskell,32,34
"Senior Executive (C-Suite, VP, etc.)",Solidity,32,35
"Senior Executive (C-Suite, VP, etc.)",MATLAB,30,36
"Senior Executive (C-Suite, VP, etc.)",Visual Basic (.Net),29,37
"Senior Executive (C-Suite, VP, etc.)",LISP,27,38
"Senior Executive (C-Suite, VP, etc.)",Julia,25,39
"Senior Executive (C-Suite, VP, etc.)",Crystal,20,40
"Senior Executive (C-Suite, VP, etc.)",Matlab,19,41
"Senior Executive (C-Suite, VP, etc.)",Fortran,17,42
"Senior Executive (C-Suite, VP, etc.)",APL,16,43
"Senior Executive (C-Suite, VP, etc.)",COBOL,15,44
"Senior Executive (C-Suite, VP, etc.)",Lisp,10,45
"Senior Executive (C-Suite, VP, etc.)",GDScript,10,46
"Senior Executive (C-Suite, VP, etc.)",OCaml,8,47
"Senior Executive (C-Suite, VP, etc.)",Prolog,7,48
"Senior Executive (C-Suite, VP, etc.)",SAS,7,49
"Senior Executive (C-Suite, VP, etc.)",Apex,5,50
"Senior Executive (C-Suite, VP, etc.)",Zig,4,51
"Senior Executive (C-Suite, VP, etc.)",Ada,3,52
"Senior Executive (C-Suite, VP, etc.)",Cobol,3,53
"Senior Executive (C-Suite, VP, etc.)",Raku,2,54
"Senior Executive (C-Suite, VP, etc.)",Nim,2,55
"Senior Executive (C-Suite, VP, etc.)",Flow,1,56
Senior executive/VP,JavaScript,524,1
Senior executive/VP,HTML/CSS,489,2
Senior executive/VP,SQL,468,3
Senior executive/VP,Python,317,4
Senior executive/VP,Bash/Shell/PowerShell,313,5
Senior executive/VP,Java,225,6
Senior executive/VP,PHP,225,7
Senior executive/VP,C#,224,8
Senior executive/VP,TypeScript,212,9
Senior executive/VP,C++,158,10
Senior executive/VP,C,149,11
Senior executive/VP,Go,99,12
Senior executive/VP,Ruby,93,13
Senior executive/VP,Kotlin,69,14
Senior executive/VP,Swift,68,15
Senior executive/VP,Objective-C,62,16
Senior executive/VP,Assembly,56,17
Senior executive/VP,VBA,50,18
Senior executive/VP,R,42,19
Senior executive/VP,Rust,41,20
Senior executive/VP,Scala,36,21
Senior executive/VP,Perl,36,22
Senior executive/VP,Dart,32,23
Senior executive/VP,Other(s):,19,24
Senior executive/VP,Haskell,8,25
Senior executive/VP,Elixir,6,26
Senior executive/VP,WebAssembly,6,27
Senior executive/VP,Erlang,4,28
Senior executive/VP,Julia,3,29
Senior executive/VP,Clojure,3,30
Senior executive/VP,F#,2,31
Student,JavaScript,1160,1
Student,HTML/CSS,1077,2
Student,SQL,940,3
Student,Python,926,4
Student,Java,807,5
Student,TypeScript,583,6
Student,C#,550,7
Student,C++,529,8
Student,PHP,489,9
Student,C,478,10
Student,Node.js,354,11
Student,Bash/Shell,317,12
Student,Bash/Shell/PowerShell,224,13
Student,Kotlin,195,14
Student,Go,183,15
Student,Assembly,166,16
Student,Dart,164,17
Student,PowerShell,149,18
Student,R,134,19
Student,Ruby,125,20
Student,Rust,121,21
Student,Swift,116,22
Student,VBA,93,23
Student,Matlab,89,24
Student,Objective-C,55,25
Student,Other(s):,51,26
Student,Scala,46,27
Student,Haskell,38,28
Student,Groovy,33,29
Student,MATLAB,31,30
Student,F#,30,31
Student,Elixir,25,32
Student,Erlang,20,33
Student,LISP,19,34
Student,Clojure,15,35
Student,Perl,15,36
Student,Julia,15,37
Student,Lua,14,38
Student,Delphi,12,39
Student,Solidity,10,40
Student,SAS,9,41
Student,APL,8,42
Student,WebAssembly,7,43
Student,Crystal,6,44
Student,Bash/Shell (all shells),5,45
Student,Fortran,4,46
Student,COBOL,4,47
Student,OCaml,3,48
Student,Ada,1,49
Student,GDScript,1,50
Student,Flow,1,51
Student,Apex,1,52
Student,Cobol,1,53
Student,Prolog,1,54
Student,Visual Basic (.Net),1,55
Student,Nim,1,56
Student,Raku,1,57
Student,Lisp,1,58
Student,Zig,1,59
System administrator,JavaScript,5097,1
System administrator,SQL,4768,2
System administrator,HTML/CSS,4657,3
System administrator,Python,3574,4
System administrator,PHP,2671,5
System administrator,Java,2304,6
System administrator,C#,2208,7
System administrator,TypeScript,2161,8
System administrator,Bash/Shell,1857,9
System administrator,Bash/Shell/PowerShell,1728,10
System administrator,C++,1430,11
System administrator,C,1426,12
System administrator,Go,1160,13
System administrator,PowerShell,949,14
System administrator,Node.js,928,15
System administrator,Ruby,751,16
System administrator,VBA,571,17
System administrator,Rust,543,18
System administrator,Kotlin,476,19
System administrator,Perl,457,20
System administrator,Assembly,411,21
System administrator,Swift,353,22
System administrator,Dart,350,23
System administrator,R,315,24
System administrator,Objective-C,260,25
System administrator,Groovy,218,26
System administrator,Scala,197,27
System administrator,Elixir,160,28
System administrator,Haskell,133,29
System administrator,Delphi,132,30
System administrator,Lua,114,31
System administrator,Erlang,93,32
System administrator,Bash/Shell (all shells),84,33
System administrator,Clojure,80,34
System administrator,Matlab,75,35
System administrator,LISP,67,36
System administrator,Other(s):,67,37
System administrator,F#,62,38
System administrator,MATLAB,59,39
System administrator,Julia,47,40
System administrator,Crystal,41,41
System administrator,COBOL,34,42
System administrator,Solidity,32,43
System administrator,APL,26,44
System administrator,Fortran,23,45
System administrator,OCaml,15,46
System administrator,Visual Basic (.Net),13,47
System administrator,SAS,10,48
System administrator,WebAssembly,10,49
System administrator,GDScript,4,50
System administrator,Cobol,3,51
System administrator,Zig,1,52
System administrator,Apex,1,53
System administrator,Flow,1,54
