YearsGroup,DevType,Language,Count,Rank
middle,Student,Python,352,4
middle,Student,Java,322,5
middle,Student,C#,232,6
middle,Student,TypeScript,224,7
middle,Student,C++,213,8
middle,Student,C,185,9
middle,Student,PHP,183,10
middle,Student,Node.js,129,11
middle,Student,Bash/Shell,99,12
middle,Student,Bash/Shell/PowerShell,73,13
middle,Student,Kotlin,72,14
middle,Student,Dart,70,15
middle,Student,Assembly,65,16
middle,Student,Go,61,17
middle,Student,PowerShell,51,18
middle,Student,Swift,45,19
middle,Student,Ruby,44,20
middle,Student,VBA,41,21
middle,Student,Rust,37,22
middle,Student,R,37,23
middle,Student,Matlab,28,24
middle,Student,Objective-C,24,25
middle,Student,Other(s):,19,26
middle,Student,Haskell,13,27
middle,Student,F#,13,28
middle,Student,MATLAB,11,29
middle,Student,Groovy,11,30
middle,Student,Scala,6,31
middle,Student,LISP,6,32
middle,Student,Elixir,6,33
middle,Student,Lua,4,34
middle,Student,Erlang,4,35
middle,Student,Julia,4,36
middle,Student,Clojure,4,37
middle,Student,SAS,3,38
middle,Student,COBOL,2,39
middle,Student,Perl,2,40
middle,Student,Bash/Shell (all shells),1,41
middle,Student,Solidity,1,42
middle,Student,APL,1,43
middle,Student,Crystal,1,44
middle,Student,WebAssembly,1,45
middle,System administrator,JavaScript,460,1
middle,System administrator,HTML/CSS,426,2
middle,System administrator,SQL,414,3
middle,System administrator,Python,392,4
middle,System administrator,PHP,228,5
middle,System administrator,Java,210,6
middle,System administrator,C#,188,7
middle,System administrator,TypeScript,181,8
middle,System administrator,Bash/Shell/PowerShell,152,9
middle,System administrator,C++,147,10
middle,System administrator,Bash/Shell,139,11
middle,System administrator,C,133,12
middle,System administrator,Go,91,13
middle,System administrator,Node.js,90,14
middle,System administrator,PowerShell,87,15
middle,System administrator,VBA,52,16
middle,System administrator,Dart,50,17
middle,System administrator,Rust,49,18
middle,System administrator,Ruby,45,19
middle,System administrator,Kotlin,37,20
middle,System administrator,Assembly,36,21
middle,System administrator,R,35,22
middle,System administrator,Swift,28,23
middle,System administrator,Groovy,19,24
middle,System administrator,Perl,17,25
middle,System administrator,Objective-C,15,26
middle,System administrator,Bash/Shell (all shells),12,27
middle,System administrator,Lua,11,28
middle,System administrator,Haskell,11,29
middle,System administrator,Matlab,10,30
middle,System administrator,Other(s):,10,31
middle,System administrator,Scala,8,32
middle,System administrator,MATLAB,7,33
middle,System administrator,Elixir,6,34
middle,System administrator,LISP,5,35
middle,System administrator,Clojure,5,36
middle,System administrator,Erlang,4,37
middle,System administrator,F#,4,38
middle,System administrator,Solidity,4,39
middle,System administrator,Visual Basic (.Net),3,40
middle,System administrator,Julia,3,41
middle,System administrator,APL,3,42
middle,System administrator,COBOL,2,43
middle,System administrator,GDScript,1,44
middle,System administrator,Crystal,1,45
middle,System administrator,Delphi,1,46
