YearsGroup,DevType,Language,Count,Rank
middle,Marketing or sales professional,Bash/Shell/PowerShell,10,9
middle,Marketing or sales professional,Bash/Shell,8,10
middle,Marketing or sales professional,C,8,11
middle,Marketing or sales professional,Node.js,7,12
middle,Marketing or sales professional,C++,7,13
middle,Marketing or sales professional,R,7,14
middle,Marketing or sales professional,Kotlin,6,15
middle,Marketing or sales professional,PowerShell,6,16
middle,Marketing or sales professional,VBA,5,17
middle,Marketing or sales professional,Dart,5,18
middle,Marketing or sales professional,Swift,4,19
middle,Marketing or sales professional,Assembly,3,20
middle,Marketing or sales professional,Objective-C,3,21
middle,Marketing or sales professional,Go,3,22
middle,Marketing or sales professional,Ruby,2,23
middle,Marketing or sales professional,MATLAB,2,24
middle,Marketing or sales professional,Solidity,1,25
middle,Marketing or sales professional,Lua,1,26
middle,Marketing or sales professional,COBOL,1,27
middle,Marketing or sales professional,Perl,1,28
middle,Marketing or sales professional,Clojure,1,29
middle,Marketing or sales professional,Rust,1,30
middle,Marketing or sales professional,Scala,1,31
middle,Other (please specify):,Python,134,1
middle,Other (please specify):,JavaScript,123,2
middle,Other (please specify):,SQL,104,3
middle,Other (please specify):,HTML/CSS,99,4
middle,Other (please specify):,TypeScript,63,5
middle,Other (please specify):,Java,53,6
middle,Other (please specify):,Bash/Shell,50,7
middle,Other (please specify):,C++,40,8
middle,Other (please specify):,PHP,38,9
middle,Other (please specify):,C#,34,10
middle,Other (please specify):,PowerShell,33,11
middle,Other (please specify):,C,32,12
middle,Other (please specify):,Bash/Shell (all shells),29,13
middle,Other (please specify):,Go,26,14
middle,Other (please specify):,Node.js,25,15
middle,Other (please specify):,Rust,18,16
middle,Other (please specify):,R,17,17
middle,Other (please specify):,Dart,16,18
middle,Other (please specify):,Kotlin,15,19
middle,Other (please specify):,VBA,14,20
middle,Other (please specify):,Matlab,11,21
middle,Other (please specify):,Ruby,9,22
middle,Other (please specify):,Assembly,8,23
middle,Other (please specify):,Elixir,8,24
middle,Other (please specify):,Groovy,8,25
middle,Other (please specify):,MATLAB,7,26
middle,Other (please specify):,Scala,6,27
middle,Other (please specify):,Haskell,5,28
middle,Other (please specify):,Swift,4,29
middle,Other (please specify):,Perl,4,30
middle,Other (please specify):,Erlang,3,31
middle,Other (please specify):,Julia,3,32
middle,Other (please specify):,Lua,3,33
middle,Other (please specify):,Objective-C,3,34
middle,Other (please specify):,Clojure,2,35
middle,Other (please specify):,Delphi,2,36
middle,Other (please specify):,Apex,2,37
middle,Other (please specify):,F#,2,38
middle,Other (please specify):,Solidity,2,39
middle,Other (please specify):,Flow,1,40
middle,Other (please specify):,Visual Basic (.Net),1,41
middle,Other (please specify):,Crystal,1,42
middle,Other (please specify):,GDScript,1,43
middle,Other (please specify):,Zig,1,44
middle,Other (please specify):,Cobol,1,45
middle,Other (please specify):,Fortran,1,46
middle,Other (please specify):,LISP,1,47
middle,Product manager,JavaScript,220,1
middle,Product manager,HTML/CSS,202,2
middle,Product manager,SQL,163,3
middle,Product manager,Python,139,4
middle,Product manager,TypeScript,105,5
middle,Product manager,PHP,90,6
middle,Product manager,C#,80,7
middle,Product manager,Java,77,8
middle,Product manager,C++,62,9
middle,Product manager,Node.js,56,10
middle,Product manager,C,53,11
middle,Product manager,Bash/Shell,43,12
middle,Product manager,Bash/Shell/PowerShell,33,13
middle,Product manager,Go,32,14
middle,Product manager,Dart,29,15
middle,Product manager,Kotlin,23,16
middle,Product manager,VBA,22,17
middle,Product manager,PowerShell,22,18
middle,Product manager,Ruby,21,19
middle,Product manager,Swift,19,20
middle,Product manager,Rust,16,21
middle,Product manager,R,15,22
middle,Product manager,Assembly,11,23
middle,Product manager,Objective-C,9,24
middle,Product manager,MATLAB,5,25
middle,Product manager,Haskell,5,26
middle,Product manager,Solidity,4,27
middle,Product manager,Matlab,4,28
middle,Product manager,Other(s):,4,29
middle,Product manager,Clojure,3,30
middle,Product manager,APL,3,31
middle,Product manager,Scala,3,32
middle,Product manager,Lua,2,33
middle,Product manager,Groovy,2,34
middle,Product manager,Elixir,2,35
middle,Product manager,Perl,2,36
middle,Product manager,Apex,1,37
middle,Product manager,COBOL,1,38
middle,Product manager,LISP,1,39
middle,Project manager,JavaScript,87,1
middle,Project manager,SQL,80,2
middle,Project manager,HTML/CSS,75,3
middle,Project manager,Python,62,4
middle,Project manager,TypeScript,45,5
middle,Project manager,PHP,41,6
middle,Project manager,Bash/Shell,35,7
middle,Project manager,Java,34,8
middle,Project manager,C#,31,9
middle,Project manager,C++,20,10
middle,Project manager,C,19,11
middle,Project manager,Dart,17,12
middle,Project manager,PowerShell,15,13
middle,Project manager,Go,14,14
middle,Project manager,Kotlin,13,15
middle,Project manager,R,11,16
middle,Project manager,Swift,10,17
middle,Project manager,MATLAB,10,18
middle,Project manager,VBA,8,19
middle,Project manager,Ruby,8,20
middle,Project manager,Assembly,7,21
middle,Project manager,Rust,5,22
middle,Project manager,Solidity,4,23
middle,Project manager,Haskell,3,24
middle,Project manager,Perl,2,25
middle,Project manager,Lua,2,26
middle,Project manager,Objective-C,2,27
middle,Project manager,Elixir,2,28
middle,Project manager,Ada,1,29
middle,Project manager,Visual Basic (.Net),1,30
middle,Project manager,COBOL,1,31
middle,Project manager,Groovy,1,32
middle,Project manager,Julia,1,33
middle,Project manager,APL,1,34
middle,Project manager,SAS,1,35
middle,Project manager,Delphi,1,36
middle,Research & Development role,Python,18,1
middle,Research & Development role,HTML/CSS,15,2
middle,Research & Development role,JavaScript,15,3
middle,Research & Development role,SQL,12,4
middle,Research & Development role,C#,11,5
middle,Research & Development role,TypeScript,11,6
middle,Research & Development role,C,9,7
middle,Research & Development role,Bash/Shell (all shells),8,8
middle,Research & Development role,PowerShell,7,9
middle,Research & Development role,Java,7,10
middle,Research & Development role,C++,6,11
middle,Research & Development role,Go,5,12
middle,Research & Development role,PHP,4,13
middle,Research & Development role,Rust,4,14
middle,Research & Development role,Assembly,3,15
middle,Research & Development role,Kotlin,3,16
middle,Research & Development role,Dart,3,17
middle,Research & Development role,R,3,18
middle,Research & Development role,Visual Basic (.Net),2,19
middle,Research & Development role,F#,2,20
middle,Research & Development role,VBA,2,21
middle,Research & Development role,Lua,2,22
middle,Research & Development role,OCaml,2,23
middle,Research & Development role,Erlang,1,24
middle,Research & Development role,Elixir,1,25
middle,Research & Development role,Swift,1,26
middle,Research & Development role,Solidity,1,27
middle,Research & Development role,SAS,1,28
middle,Scientist,Python,137,1
middle,Scientist,SQL,100,2
middle,Scientist,HTML/CSS,100,3
middle,Scientist,JavaScript,95,4
middle,Scientist,C++,67,5
middle,Scientist,Java,60,6
middle,Scientist,R,52,7
middle,Scientist,Bash/Shell/PowerShell,50,8
middle,Scientist,C,49,9
middle,Scientist,C#,36,10
middle,Scientist,TypeScript,33,11
middle,Scientist,PHP,33,12
middle,Scientist,Bash/Shell,26,13
middle,Scientist,Assembly,21,14
middle,Scientist,Go,20,15
middle,Scientist,Node.js,16,16
middle,Scientist,Matlab,14,17
middle,Scientist,VBA,13,18
middle,Scientist,Rust,13,19
middle,Scientist,Ruby,10,20
middle,Scientist,PowerShell,10,21
middle,Scientist,Julia,9,22
middle,Scientist,Kotlin,8,23
middle,Scientist,Scala,8,24
middle,Scientist,MATLAB,7,25
middle,Scientist,Dart,7,26
middle,Scientist,Haskell,6,27
middle,Scientist,Objective-C,5,28
middle,Scientist,Other(s):,5,29
middle,Scientist,Swift,4,30
middle,Scientist,F#,3,31
middle,Scientist,Lua,2,32
middle,Scientist,Bash/Shell (all shells),2,33
middle,Scientist,Perl,2,34
middle,Scientist,Elixir,2,35
middle,Scientist,LISP,2,36
middle,Scientist,Solidity,1,37
middle,Scientist,APL,1,38
middle,Scientist,Visual Basic (.Net),1,39
middle,Scientist,Groovy,1,40
middle,Scientist,Erlang,1,41
middle,Scientist,Clojure,1,42
middle,Security professional,Python,52,1
middle,Security professional,JavaScript,47,2
middle,Security professional,SQL,41,3
middle,Security professional,HTML/CSS,34,4
middle,Security professional,Bash/Shell,34,5
middle,Security professional,TypeScript,28,6
middle,Security professional,Java,23,7
middle,Security professional,C,20,8
middle,Security professional,Go,18,9
middle,Security professional,PowerShell,17,10
middle,Security professional,C#,17,11
middle,Security professional,C++,16,12
middle,Security professional,PHP,13,13
middle,Security professional,Ruby,8,14
middle,Security professional,Assembly,7,15
middle,Security professional,Rust,7,16
middle,Security professional,Bash/Shell (all shells),6,17
middle,Security professional,Dart,5,18
middle,Security professional,Kotlin,5,19
middle,Security professional,Groovy,4,20
middle,Security professional,VBA,3,21
middle,Security professional,Haskell,3,22
middle,Security professional,Scala,3,23
middle,Security professional,Objective-C,3,24
middle,Security professional,R,3,25
middle,Security professional,MATLAB,3,26
middle,Security professional,Visual Basic (.Net),2,27
middle,Security professional,Solidity,2,28
middle,Security professional,Perl,2,29
middle,Security professional,Lua,2,30
middle,Security professional,Ada,1,31
middle,Security professional,COBOL,1,32
middle,Security professional,Erlang,1,33
middle,Security professional,Crystal,1,34
middle,Security professional,Swift,1,35
middle,Security professional,Elixir,1,36
middle,"Senior Executive (C-Suite, VP, etc.)",JavaScript,51,1
middle,"Senior Executive (C-Suite, VP, etc.)",HTML/CSS,49,2
middle,"Senior Executive (C-Suite, VP, etc.)",Python,43,3
middle,"Senior Executive (C-Suite, VP, etc.)",SQL,38,4
middle,"Senior Executive (C-Suite, VP, etc.)",TypeScript,33,5
middle,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell,21,6
middle,"Senior Executive (C-Suite, VP, etc.)",Node.js,21,7
middle,"Senior Executive (C-Suite, VP, etc.)",Java,18,8
middle,"Senior Executive (C-Suite, VP, etc.)",PHP,18,9
middle,"Senior Executive (C-Suite, VP, etc.)",C++,15,10
middle,"Senior Executive (C-Suite, VP, etc.)",Dart,13,11
middle,"Senior Executive (C-Suite, VP, etc.)",C,12,12
middle,"Senior Executive (C-Suite, VP, etc.)",Go,11,13
middle,"Senior Executive (C-Suite, VP, etc.)",C#,11,14
middle,"Senior Executive (C-Suite, VP, etc.)",PowerShell,10,15
middle,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell (all shells),7,16
middle,"Senior Executive (C-Suite, VP, etc.)",Assembly,7,17
middle,"Senior Executive (C-Suite, VP, etc.)",Kotlin,6,18
middle,"Senior Executive (C-Suite, VP, etc.)",Rust,5,19
middle,"Senior Executive (C-Suite, VP, etc.)",R,4,20
middle,"Senior Executive (C-Suite, VP, etc.)",Swift,4,21
middle,"Senior Executive (C-Suite, VP, etc.)",Elixir,3,22
middle,"Senior Executive (C-Suite, VP, etc.)",Ruby,3,23
middle,"Senior Executive (C-Suite, VP, etc.)",Objective-C,3,24
middle,"Senior Executive (C-Suite, VP, etc.)",VBA,2,25
middle,"Senior Executive (C-Suite, VP, etc.)",Lua,2,26
middle,"Senior Executive (C-Suite, VP, etc.)",Haskell,2,27
middle,"Senior Executive (C-Suite, VP, etc.)",Matlab,2,28
middle,"Senior Executive (C-Suite, VP, etc.)",Solidity,1,29
middle,"Senior Executive (C-Suite, VP, etc.)",Delphi,1,30
middle,"Senior Executive (C-Suite, VP, etc.)",Groovy,1,31
middle,"Senior Executive (C-Suite, VP, etc.)",MATLAB,1,32
middle,"Senior Executive (C-Suite, VP, etc.)",Clojure,1,33
middle,"Senior Executive (C-Suite, VP, etc.)",Perl,1,34
middle,"Senior Executive (C-Suite, VP, etc.)",Scala,1,35
middle,"Senior Executive (C-Suite, VP, etc.)",LISP,1,36
middle,Senior executive/VP,HTML/CSS,18,1
middle,Senior executive/VP,JavaScript,18,2
middle,Senior executive/VP,SQL,14,3
middle,Senior executive/VP,Python,13,4
middle,Senior executive/VP,Bash/Shell/PowerShell,10,5
middle,Senior executive/VP,PHP,8,6
middle,Senior executive/VP,Java,7,7
middle,Senior executive/VP,TypeScript,7,8
middle,Senior executive/VP,C,7,9
middle,Senior executive/VP,C++,6,10
middle,Senior executive/VP,C#,6,11
middle,Senior executive/VP,Kotlin,4,12
middle,Senior executive/VP,Dart,3,13
middle,Senior executive/VP,Swift,3,14
middle,Senior executive/VP,Go,2,15
middle,Senior executive/VP,R,1,16
middle,Senior executive/VP,VBA,1,17
middle,Senior executive/VP,WebAssembly,1,18
middle,Senior executive/VP,Objective-C,1,19
middle,Senior executive/VP,Ruby,1,20
middle,Senior executive/VP,Assembly,1,21
middle,Senior executive/VP,Scala,1,22
middle,Senior executive/VP,Other(s):,1,23
middle,Student,JavaScript,454,1
middle,Student,HTML/CSS,420,2
middle,Student,SQL,353,3
middle,Student,Python,352,4
middle,Student,Java,322,5
middle,Student,C#,232,6
middle,Student,TypeScript,224,7
middle,Student,C++,213,8
middle,Student,C,185,9
middle,Student,PHP,183,10
middle,Student,Node.js,129,11
middle,Student,Bash/Shell,99,12
middle,Student,Bash/Shell/PowerShell,73,13
middle,Student,Kotlin,72,14
middle,Student,Dart,70,15
middle,Student,Assembly,65,16
middle,Student,Go,61,17
middle,Student,PowerShell,51,18
middle,Student,Swift,45,19
middle,Student,Ruby,44,20
middle,Student,VBA,41,21
middle,Student,Rust,37,22
middle,Student,R,37,23
middle,Student,Matlab,28,24
middle,Student,Objective-C,24,25
middle,Student,Other(s):,19,26
middle,Student,Haskell,13,27
middle,Student,F#,13,28
middle,Student,MATLAB,11,29
middle,Student,Groovy,11,30
middle,Student,Scala,6,31
middle,Student,LISP,6,32
middle,Student,Elixir,6,33
middle,Student,Lua,4,34
middle,Student,Erlang,4,35
middle,Student,Julia,4,36
middle,Student,Clojure,4,37
middle,Student,SAS,3,38
middle,Student,COBOL,2,39
middle,Student,Perl,2,40
middle,Student,Bash/Shell (all shells),1,41
middle,Student,Solidity,1,42
middle,Student,APL,1,43
middle,Student,Crystal,1,44
middle,Student,WebAssembly,1,45
middle,System administrator,JavaScript,460,1
middle,System administrator,HTML/CSS,426,2
middle,System administrator,SQL,414,3
middle,System administrator,Python,392,4
middle,System administrator,PHP,228,5
middle,System administrator,Java,210,6
middle,System administrator,C#,188,7
middle,System administrator,TypeScript,181,8
middle,System administrator,Bash/Shell/PowerShell,152,9
middle,System administrator,C++,147,10
middle,System administrator,Bash/Shell,139,11
middle,System administrator,C,133,12
middle,System administrator,Go,91,13
middle,System administrator,Node.js,90,14
middle,System administrator,PowerShell,87,15
middle,System administrator,VBA,52,16
middle,System administrator,Dart,50,17
middle,System administrator,Rust,49,18
middle,System administrator,Ruby,45,19
middle,System administrator,Kotlin,37,20
middle,System administrator,Assembly,36,21
middle,System administrator,R,35,22
middle,System administrator,Swift,28,23
middle,System administrator,Groovy,19,24
middle,System administrator,Perl,17,25
middle,System administrator,Objective-C,15,26
middle,System administrator,Bash/Shell (all shells),12,27
middle,System administrator,Lua,11,28
middle,System administrator,Haskell,11,29
middle,System administrator,Matlab,10,30
middle,System administrator,Other(s):,10,31
middle,System administrator,Scala,8,32
middle,System administrator,MATLAB,7,33
middle,System administrator,Elixir,6,34
middle,System administrator,LISP,5,35
middle,System administrator,Clojure,5,36
middle,System administrator,Erlang,4,37
middle,System administrator,F#,4,38
middle,System administrator,Solidity,4,39
middle,System administrator,Visual Basic (.Net),3,40
middle,System administrator,Julia,3,41
middle,System administrator,APL,3,42
middle,System administrator,COBOL,2,43
middle,System administrator,GDScript,1,44
middle,System administrator,Crystal,1,45
middle,System administrator,Delphi,1,46
senior,Academic researcher,Python,1454,1
senior,Academic researcher,JavaScript,1337,2
senior,Academic researcher,HTML/CSS,1235,3
senior,Academic researcher,SQL,1184,4
senior,Academic researcher,Java,833,5
senior,Academic researcher,C++,801,6
senior,Academic researcher,C,706,7
senior,Academic researcher,Bash/Shell/PowerShell,607,8
senior,Academic researcher,PHP,538,9
senior,Academic researcher,C#,515,10
senior,Academic researcher,TypeScript,503,11
senior,Academic researcher,R,403,12
senior,Academic researcher,Bash/Shell,342,13
senior,Academic researcher,Go,252,14
senior,Academic researcher,Assembly,192,15
senior,Academic researcher,Ruby,183,16
senior,Academic researcher,Rust,178,17
senior,Academic researcher,Node.js,163,18
senior,Academic researcher,Kotlin,146,19
senior,Academic researcher,VBA,145,20
senior,Academic researcher,PowerShell,129,21
senior,Academic researcher,Scala,123,22
senior,Academic researcher,Swift,103,23
senior,Academic researcher,Objective-C,94,24
senior,Academic researcher,Dart,93,25
senior,Academic researcher,Perl,81,26
senior,Academic researcher,Other(s):,78,27
senior,Academic researcher,Matlab,75,28
senior,Academic researcher,Haskell,67,29
senior,Academic researcher,Julia,58,30
senior,Academic researcher,MATLAB,57,31
senior,Academic researcher,Bash/Shell (all shells),35,32
senior,Academic researcher,Groovy,27,33
senior,Academic researcher,Erlang,25,34
senior,Academic researcher,Delphi,25,35
senior,Academic researcher,LISP,24,36
senior,Academic researcher,Elixir,20,37
senior,Academic researcher,Lua,20,38
senior,Academic researcher,Clojure,19,39
senior,Academic researcher,F#,16,40
senior,Academic researcher,Fortran,11,41
senior,Academic researcher,Crystal,10,42
senior,Academic researcher,APL,8,43
senior,Academic researcher,Solidity,8,44
senior,Academic researcher,SAS,7,45
senior,Academic researcher,COBOL,7,46
senior,Academic researcher,OCaml,6,47
senior,Academic researcher,WebAssembly,6,48
senior,Academic researcher,Prolog,3,49
senior,Academic researcher,Nim,3,50
senior,Academic researcher,Lisp,2,51
senior,Academic researcher,Visual Basic (.Net),2,52
senior,Academic researcher,Cobol,1,53
senior,Blockchain,JavaScript,328,1
senior,Blockchain,TypeScript,262,2
senior,Blockchain,Python,216,3
senior,Blockchain,SQL,210,4
senior,Blockchain,HTML/CSS,207,5
senior,Blockchain,Solidity,139,6
senior,Blockchain,Java,132,7
senior,Blockchain,Bash/Shell,128,8
senior,Blockchain,Go,119,9
senior,Blockchain,Rust,114,10
senior,Blockchain,PHP,88,11
senior,Blockchain,C++,88,12
senior,Blockchain,C#,84,13
senior,Blockchain,C,77,14
senior,Blockchain,Kotlin,58,15
senior,Blockchain,PowerShell,54,16
senior,Blockchain,Ruby,41,17
senior,Blockchain,Bash/Shell (all shells),34,18
senior,Blockchain,Swift,32,19
senior,Blockchain,Dart,32,20
senior,Blockchain,Groovy,27,21
senior,Blockchain,Assembly,26,22
senior,Blockchain,Haskell,25,23
senior,Blockchain,Lua,24,24
senior,Blockchain,Scala,23,25
senior,Blockchain,Objective-C,21,26
senior,Blockchain,R,19,27
senior,Blockchain,MATLAB,19,28
senior,Blockchain,Elixir,19,29
senior,Blockchain,Perl,16,30
senior,Blockchain,Clojure,14,31
senior,Blockchain,OCaml,13,32
senior,Blockchain,VBA,11,33
senior,Blockchain,Julia,10,34
senior,Blockchain,Delphi,10,35
senior,Blockchain,Erlang,9,36
senior,Blockchain,LISP,9,37
senior,Blockchain,F#,8,38
senior,Blockchain,SAS,7,39
senior,Blockchain,COBOL,5,40
senior,Blockchain,Crystal,5,41
senior,Blockchain,Fortran,4,42
senior,Blockchain,APL,3,43
senior,Blockchain,Apex,2,44
senior,Blockchain,GDScript,1,45
senior,Blockchain,Cobol,1,46
senior,Cloud infrastructure engineer,JavaScript,1944,1
senior,Cloud infrastructure engineer,SQL,1723,2
senior,Cloud infrastructure engineer,Python,1709,3
senior,Cloud infrastructure engineer,HTML/CSS,1451,4
senior,Cloud infrastructure engineer,TypeScript,1330,5
senior,Cloud infrastructure engineer,Bash/Shell,1308,6
senior,Cloud infrastructure engineer,Java,1010,7
senior,Cloud infrastructure engineer,Go,863,8
senior,Cloud infrastructure engineer,C#,846,9
senior,Cloud infrastructure engineer,PowerShell,595,10
senior,Cloud infrastructure engineer,PHP,493,11
senior,Cloud infrastructure engineer,C++,420,12
senior,Cloud infrastructure engineer,Rust,403,13
senior,Cloud infrastructure engineer,C,364,14
senior,Cloud infrastructure engineer,Bash/Shell (all shells),304,15
senior,Cloud infrastructure engineer,Ruby,299,16
senior,Cloud infrastructure engineer,Kotlin,279,17
senior,Cloud infrastructure engineer,Groovy,259,18
senior,Cloud infrastructure engineer,Scala,176,19
senior,Cloud infrastructure engineer,Lua,151,20
senior,Cloud infrastructure engineer,Dart,134,21
senior,Cloud infrastructure engineer,Swift,119,22
senior,Cloud infrastructure engineer,Assembly,104,23
senior,Cloud infrastructure engineer,Elixir,96,24
senior,Cloud infrastructure engineer,Perl,95,25
senior,Cloud infrastructure engineer,VBA,84,26
senior,Cloud infrastructure engineer,Objective-C,75,27
senior,Cloud infrastructure engineer,R,74,28
senior,Cloud infrastructure engineer,Clojure,67,29
senior,Cloud infrastructure engineer,MATLAB,53,30
senior,Cloud infrastructure engineer,Delphi,52,31
senior,Cloud infrastructure engineer,Erlang,51,32
senior,Cloud infrastructure engineer,F#,50,33
senior,Cloud infrastructure engineer,Solidity,49,34
senior,Cloud infrastructure engineer,Haskell,40,35
senior,Cloud infrastructure engineer,Julia,35,36
senior,Cloud infrastructure engineer,LISP,33,37
senior,Cloud infrastructure engineer,Crystal,16,38
senior,Cloud infrastructure engineer,COBOL,12,39
senior,Cloud infrastructure engineer,Fortran,11,40
senior,Cloud infrastructure engineer,OCaml,10,41
senior,Cloud infrastructure engineer,SAS,10,42
senior,Cloud infrastructure engineer,APL,9,43
senior,Cloud infrastructure engineer,Visual Basic (.Net),9,44
senior,Cloud infrastructure engineer,Lisp,8,45
senior,Cloud infrastructure engineer,GDScript,6,46
senior,Cloud infrastructure engineer,Zig,5,47
senior,Cloud infrastructure engineer,Cobol,3,48
senior,Cloud infrastructure engineer,Prolog,3,49
senior,Cloud infrastructure engineer,Nim,3,50
senior,Cloud infrastructure engineer,Ada,2,51
senior,Cloud infrastructure engineer,Flow,1,52
senior,Cloud infrastructure engineer,Raku,1,53
senior,Cloud infrastructure engineer,Apex,1,54
senior,Data or business analyst,SQL,2971,1
senior,Data or business analyst,JavaScript,2405,2
senior,Data or business analyst,HTML/CSS,2213,3
senior,Data or business analyst,Python,2144,4
senior,Data or business analyst,C#,1301,5
senior,Data or business analyst,Java,1146,6
senior,Data or business analyst,TypeScript,941,7
senior,Data or business analyst,PHP,931,8
senior,Data or business analyst,Bash/Shell/PowerShell,722,9
senior,Data or business analyst,Bash/Shell,705,10
senior,Data or business analyst,C++,628,11
senior,Data or business analyst,R,615,12
senior,Data or business analyst,VBA,608,13
senior,Data or business analyst,C,532,14
senior,Data or business analyst,PowerShell,442,15
senior,Data or business analyst,Node.js,361,16
senior,Data or business analyst,Go,313,17
senior,Data or business analyst,Ruby,246,18
senior,Data or business analyst,Scala,215,19
senior,Data or business analyst,Kotlin,198,20
senior,Data or business analyst,Assembly,160,21
senior,Data or business analyst,Perl,156,22
senior,Data or business analyst,Swift,146,23
senior,Data or business analyst,Rust,144,24
senior,Data or business analyst,Dart,129,25
senior,Data or business analyst,Delphi,122,26
senior,Data or business analyst,Objective-C,107,27
senior,Data or business analyst,Groovy,73,28
senior,Data or business analyst,Julia,64,29
senior,Data or business analyst,Haskell,57,30
senior,Data or business analyst,Matlab,53,31
senior,Data or business analyst,F#,43,32
senior,Data or business analyst,MATLAB,43,33
senior,Data or business analyst,Elixir,42,34
senior,Data or business analyst,Other(s):,38,35
senior,Data or business analyst,Clojure,36,36
senior,Data or business analyst,Bash/Shell (all shells),34,37
senior,Data or business analyst,LISP,30,38
senior,Data or business analyst,Erlang,25,39
senior,Data or business analyst,SAS,24,40
senior,Data or business analyst,COBOL,21,41
senior,Data or business analyst,Lua,20,42
senior,Data or business analyst,Fortran,18,43
senior,Data or business analyst,Crystal,17,44
senior,Data or business analyst,Solidity,14,45
senior,Data or business analyst,APL,13,46
senior,Data or business analyst,Visual Basic (.Net),7,47
senior,Data or business analyst,WebAssembly,5,48
senior,Data or business analyst,OCaml,4,49
senior,Data or business analyst,Prolog,1,50
senior,Data or business analyst,Apex,1,51
senior,Data or business analyst,Cobol,1,52
senior,Data scientist or machine learning specialist,Python,3642,1
senior,Data scientist or machine learning specialist,SQL,2773,2
senior,Data scientist or machine learning specialist,JavaScript,2223,3
senior,Data scientist or machine learning specialist,HTML/CSS,1982,4
senior,Data scientist or machine learning specialist,Java,1321,5
senior,Data scientist or machine learning specialist,C++,1124,6
senior,Data scientist or machine learning specialist,R,1120,7
senior,Data scientist or machine learning specialist,Bash/Shell/PowerShell,891,8
senior,Data scientist or machine learning specialist,TypeScript,846,9
senior,Data scientist or machine learning specialist,C,844,10
senior,Data scientist or machine learning specialist,C#,833,11
senior,Data scientist or machine learning specialist,Bash/Shell,832,12
senior,Data scientist or machine learning specialist,PHP,594,13
senior,Data scientist or machine learning specialist,Go,524,14
senior,Data scientist or machine learning specialist,Scala,456,15
senior,Data scientist or machine learning specialist,Rust,353,16
senior,Data scientist or machine learning specialist,PowerShell,346,17
senior,Data scientist or machine learning specialist,Node.js,336,18
senior,Data scientist or machine learning specialist,VBA,326,19
senior,Data scientist or machine learning specialist,Ruby,264,20
senior,Data scientist or machine learning specialist,Kotlin,250,21
senior,Data scientist or machine learning specialist,Assembly,218,22
senior,Data scientist or machine learning specialist,Swift,176,23
senior,Data scientist or machine learning specialist,Bash/Shell (all shells),173,24
senior,Data scientist or machine learning specialist,Julia,151,25
senior,Data scientist or machine learning specialist,Dart,134,26
senior,Data scientist or machine learning specialist,Perl,134,27
senior,Data scientist or machine learning specialist,Haskell,119,28
senior,Data scientist or machine learning specialist,Matlab,117,29
senior,Data scientist or machine learning specialist,Objective-C,115,30
senior,Data scientist or machine learning specialist,MATLAB,106,31
senior,Data scientist or machine learning specialist,Groovy,81,32
senior,Data scientist or machine learning specialist,Clojure,73,33
senior,Data scientist or machine learning specialist,Other(s):,65,34
senior,Data scientist or machine learning specialist,Elixir,61,35
senior,Data scientist or machine learning specialist,Lua,57,36
senior,Data scientist or machine learning specialist,SAS,47,37
senior,Data scientist or machine learning specialist,Delphi,46,38
senior,Data scientist or machine learning specialist,LISP,45,39
senior,Data scientist or machine learning specialist,F#,42,40
senior,Data scientist or machine learning specialist,Erlang,39,41
senior,Data scientist or machine learning specialist,Solidity,23,42
senior,Data scientist or machine learning specialist,Fortran,16,43
senior,Data scientist or machine learning specialist,COBOL,15,44
senior,Data scientist or machine learning specialist,Visual Basic (.Net),11,45
senior,Data scientist or machine learning specialist,Crystal,11,46
senior,Data scientist or machine learning specialist,APL,10,47
senior,Data scientist or machine learning specialist,OCaml,10,48
senior,Data scientist or machine learning specialist,Lisp,7,49
senior,Data scientist or machine learning specialist,Prolog,7,50
senior,Data scientist or machine learning specialist,GDScript,5,51
senior,Data scientist or machine learning specialist,WebAssembly,5,52
senior,Data scientist or machine learning specialist,Zig,2,53
senior,Data scientist or machine learning specialist,Apex,1,54
senior,Data scientist or machine learning specialist,Ada,1,55
senior,Database administrator,SQL,5146,1
senior,Database administrator,JavaScript,4894,2
senior,Database administrator,HTML/CSS,4480,3
senior,Database administrator,Python,2835,4
senior,Database administrator,C#,2621,5
senior,Database administrator,PHP,2368,6
senior,Database administrator,TypeScript,2153,7
senior,Database administrator,Java,2043,8
senior,Database administrator,Bash/Shell,1418,9
senior,Database administrator,Bash/Shell/PowerShell,1370,10
senior,Database administrator,C++,1140,11
senior,Database administrator,C,1034,12
senior,Database administrator,PowerShell,829,13
senior,Database administrator,Node.js,826,14
senior,Database administrator,Go,805,15
senior,Database administrator,VBA,674,16
senior,Database administrator,Ruby,553,17
senior,Database administrator,Kotlin,415,18
senior,Database administrator,Rust,364,19
senior,Database administrator,Swift,348,20
senior,Database administrator,Perl,341,21
senior,Database administrator,R,328,22
senior,Database administrator,Dart,322,23
senior,Database administrator,Assembly,318,24
senior,Database administrator,Objective-C,249,25
senior,Database administrator,Delphi,188,26
senior,Database administrator,Scala,186,27
senior,Database administrator,Elixir,125,28
senior,Database administrator,Groovy,121,29
senior,Database administrator,Haskell,98,30
senior,Database administrator,Clojure,85,31
senior,Database administrator,F#,73,32
senior,Database administrator,Erlang,73,33
